company,model_name,rating,processor_name,processor_type,generation,ram,os,storage,size,warranty(year),price
DELL,Inspiron,3.7,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 Inch,1,"₹55,534"
DELL,Vostro,3.9,Intel,Corei3,11thGen,4GB,  Windows 10 Operating System,1 TB HDD|256 GB SSD,14 inch,1,"₹45,810"
DELL,Inspiron,4,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,256 GB SSD,15.6 inch,1,"₹55,534"
HP,15s,3.8,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹64,300"
Nokia,PureBook,4.4,Intel,Corei5,11thGen,16GB,  Windows 11 Operating System,512 GB SSD,14 inch,,"₹82,990"
Lenovo,Thinkbook,,Intel,Corei5,11thGen,16GB,  Windows 10 Operating System,512 GB SSD,14 inch,3,"₹1,59,180"
ASUS,Core,3.5,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,1 TB HDD,14 inch,,"₹40,990"
Vaio,E,3.8,AMD,Ryzen7,,8GB,  Windows 10 Operating System,512 GB SSD,15.6 inch,2,"₹76,090"
ASUS,Ryzen,,AMD,Ryzen5,,8GB,Windows 10 Operating System,512 GB SSD,15.6 inch,1,"₹66,990"
Avita,Liber,3.4,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,512 GB SSD,14 inch,,"₹76,990"
Avita,Liber,,Intel,Corei7,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,,"₹79,990"
Lenovo,Core,4,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,,"₹42,328"
DELL,Inspiron,3.7,Intel,Corei5,10thGen,8GB,  Windows 10 Operating System,512 GB SSD,14 inch,1,"₹1,07,786"
Avita,Liber,3.4,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,512 GB SSD,14 inch,,"₹76,990"
Avita,Liber,3.4,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,512 GB SSD,14 inch,,"₹76,990"
Avita,Liber,,Intel,Corei5,7thGen,8GB,  Windows 10 Operating System,512 GB SSD,13.3 inch,,"₹79,990"
Lenovo,IdeaPad,3.7,Intel,Corei7,11thGen,8GB,  Windows 10 Operating System,512 GB SSD,15.6 inch,,"₹1,18,890"
Avita,Liber,,Intel,Corei5,7thGen,8GB,  Windows 10 Operating System,512 GB SSD,13.3 inch,,"₹79,990"
Avita,Liber,,Intel,Corei7,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,,"₹79,990"
Avita,Liber,,Intel,Corei7,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,,"₹79,990"
Avita,Liber,,Intel,Corei7,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,,"₹79,990"
ASUS,Core,,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,512 GB SSD,15.6 inch,,"₹70,990"
ASUS,VivoBook,,Intel,CeleronDual,,4GB,  Windows 10 Operating System,256 GB SSD,15.6 inch,,"₹33,990"
DELL,Insprion,3.9,Intel,Corei3,11thGen,8GB,Windows 10 Operating System,1 TB HDD,15.6 inch,,"₹52,800"
Lenovo,ThinkBook,2.3,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,1 TB SSD,15 inch,1,"₹1,21,608"
ASUS,ROG,,AMD,Ryzen9,,32GB,  Windows 10 Operating System,1 TB SSD,13.4 inch,1,"₹2,01,990"
Lenovo,ThinkBook,,Intel,Corei5,11thGen,16GB,  Windows 10 Operating System,512 GB SSD,15 inch,1,"₹1,20,708"
DELL,Inspiron,,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹55,534"
DELL,Inspiron,,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹55,534"
acer,Swift,3.5,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,13.3 inch,1,"₹65,546"
Lenovo,Legion,,AMD,Ryzen7,,16GB,  Windows 11 Operating System,2 TB SSD,16 inches,,"₹1,81,890"
Lenovo,Yoga,,Intel,Corei7,11thGen,16GB,  Windows 10 Operating System,1 TB SSD,13.3 inch,1,"₹1,74,890"
acer,Predator,3.8,Intel,Corei7,10thGen,16GB,  Windows 10 Operating System,2 TB SSD,15.6 inch,1,"₹1,60,190"
Avita,Liber,,Intel,Corei7,8thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,,"₹79,990"
Smartron,t.book,3.5,Intel,Corem3,7thGen,4GB,  Windows 10 Operating System,128 GB SSD,12.2 inch,,"₹45,990"
Lenovo,Ideapad,3.4,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹45,000"
Smartron,t.book,3.5,Intel,Corei5,7thGen,4GB,  Windows 10 Operating System,128 GB SSD,12.2 inch,,"₹55,999"
Lenovo,Core,3.7,Intel,Corei3,10thGen,4GB,  DOS Operating System,1 TB HDD,15 inch,,"₹42,705"
HP,15,4.2,Intel,Corei5,8thGen,8GB,DOS Operating System,1 TB HDD,15.6 inch,,"₹55,729"
acer,Swift,4.2,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹73,199"
DELL,Inspiron,2.3,Intel,Corei5,8thGen,8GB,  Windows 10 Operating System,1 TB HDD|128 GB SSD,15.6 inch,1,"₹89,990"
ASUS,Core,,Intel,Corei3,11thGen,8GB,Windows 10 Operating System,1 TB HDD,15.6 inch,,"₹51,990"
DELL,Inspiron,4.1,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,512 GB SSD,14 inch,1,"₹49,999"
HP,Core,,Intel,Corei7,11thGen,16GB,  Windows 10 Operating System,1 TB SSD,13.3 inch,1,"₹99,999"
DELL,Inspiron,4.4,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,512 GB SSD,15.6 inch,1,"₹79,990"
Lenovo,Core,,Intel,Corei9,10thGen,16GB,Windows 10 Operating System,1 TB SSD,15.6 inch,,"₹3,49,890"
HP,14q,4.3,Intel,Corei3,7thGen,8GB,  Windows 10 Operating System,256 GB SSD,14 inch,1,"₹35,811"
Lenovo,E41,3.4,AMD,APUDual,,4GB,  DOS Operating System,1 TB HDD,14 Inch,,"₹28,000"
DELL,Core,2.9,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,1 TB HDD|256 GB SSD,15.6 Inch,,"₹59,101"
Lenovo,Ryzen,3.1,AMD,Ryzen3,,4GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,,"₹36,923"
DELL,Core,3.2,Intel,Corei3,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 Inch,,"₹54,992"
ASUS,Vivobook,3.3,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,1 TB HDD,14.1 inch,,"₹40,990"
acer,Travelmate,3.3,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,1 TB HDD|256 GB SSD,14 inches,,"₹60,000"
acer,Aspire,3.3,Intel,Corei5,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹56,491"
ASUS,Zenbook,3.2,Intel,Corei5,11thGen,8GB,  Windows 10 Operating System,512 GB SSD,13.3 inch,1,"₹1,15,990"
ASUS,Vivobook,3.1,Intel,Corei3,10thGen,4GB,  Windows 10 Operating System,1 TB HDD,14 inch,1,"₹42,990"
Lenovo,IdeaPad,3.3,Intel,Corei3,11thGen,8GB,  DOS Operating System,256 GB SSD,15.6 inch,,"₹57,990"
ASUS,Vivobook,2,Intel,Corei3,11thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹51,990"
HP,15s,4.2,Intel,Corei5,10thGen,8GB,  Windows 10 Operating System,1 TB HDD,15.6 inch,1,"₹64,990"
Lenovo,v15,3.1,Intel,Corei3,10thGen,4GB,  DOS Operating System,1 TB HDD,15.6 inch,,"₹43,999"
HP,Ryzen,,AMD,Ryzen3,,8GB,Windows 10 Operating System,512 GB SSD,15.6 inch,,"₹78,000"
